Table Size,Algorithm,Comparator,Average Time (ns)
337,quick,Rating Ascending,2734333
340,quick,Rating Ascending,2888125
343,quick,Rating Ascending,2851766
346,quick,Rating Ascending,3937525
349,quick,Rating Ascending,3416200
352,quick,Rating Ascending,3106066
355,quick,Rating Ascending,4121675
358,quick,Rating Ascending,3104000
361,quick,Rating Ascending,3653400
364,quick,Rating Ascending,3390533
367,quick,Rating Ascending,3567425
370,quick,Rating Ascending,3310500
373,quick,Rating Ascending,4323700
376,quick,Rating Ascending,4461800
379,quick,Rating Ascending,4265125
382,quick,Rating Ascending,3804900
385,quick,Rating Ascending,3818866
388,quick,Rating Ascending,4066166
391,quick,Rating Ascending,3855066
394,quick,Rating Ascending,4163333
397,quick,Rating Ascending,3918266
400,quick,Rating Ascending,4175600
403,quick,Rating Ascending,4298833
406,quick,Rating Ascending,4428800
409,quick,Rating Ascending,4071400
412,quick,Rating Ascending,4556733
415,quick,Rating Ascending,4422600
418,quick,Rating Ascending,4397800
421,quick,Rating Ascending,4810725
424,quick,Rating Ascending,5432875
427,quick,Rating Ascending,4714250
430,quick,Rating Ascending,4849075
433,quick,Rating Ascending,4822500
436,quick,Rating Ascending,5435275
439,quick,Rating Ascending,5513600
442,quick,Rating Ascending,5680125
445,quick,Rating Ascending,5379800
448,quick,Rating Ascending,6049750
451,quick,Rating Ascending,6072275
454,quick,Rating Ascending,5937300
457,quick,Rating Ascending,5623900
460,quick,Rating Ascending,6125100
463,quick,Rating Ascending,6284950
466,quick,Rating Ascending,7632675
469,quick,Rating Ascending,6730725
472,quick,Rating Ascending,6725400
475,quick,Rating Ascending,6127200
478,quick,Rating Ascending,6774550
481,quick,Rating Ascending,6971800
484,quick,Rating Ascending,7297900
487,quick,Rating Ascending,7791333
490,quick,Rating Ascending,7944100
493,quick,Rating Ascending,7489775
496,quick,Rating Ascending,6855050
499,quick,Rating Ascending,7017250
502,quick,Rating Ascending,6835975
505,quick,Rating Ascending,6821275
508,quick,Rating Ascending,6629600
511,quick,Rating Ascending,7471950
514,quick,Rating Ascending,8090275
517,quick,Rating Ascending,7680200
520,quick,Rating Ascending,7595150
523,quick,Rating Ascending,7323625
526,quick,Rating Ascending,7550550
529,quick,Rating Ascending,7605066
532,quick,Rating Ascending,8162100
535,quick,Rating Ascending,7812525
538,quick,Rating Ascending,8781425
541,quick,Rating Ascending,8755625
544,quick,Rating Ascending,9176775
547,quick,Rating Ascending,8818825
550,quick,Rating Ascending,8635333
553,quick,Rating Ascending,9685025
556,quick,Rating Ascending,8571933
559,quick,Rating Ascending,9246100
562,quick,Rating Ascending,9053450
565,quick,Rating Ascending,9100900
568,quick,Rating Ascending,9461350
571,quick,Rating Ascending,9468033
574,quick,Rating Ascending,9402100
577,quick,Rating Ascending,9185550
580,quick,Rating Ascending,9177800
583,quick,Rating Ascending,9855550
586,quick,Rating Ascending,9958400
589,quick,Rating Ascending,9497033
592,quick,Rating Ascending,10253625
595,quick,Rating Ascending,9772700
598,quick,Rating Ascending,9953800
601,quick,Rating Ascending,10055875
604,quick,Rating Ascending,9548966
607,quick,Rating Ascending,11066950
610,quick,Rating Ascending,11046350
613,quick,Rating Ascending,11328600
616,quick,Rating Ascending,12140466
619,quick,Rating Ascending,11116866
622,quick,Rating Ascending,11006600
625,quick,Rating Ascending,11302875
628,quick,Rating Ascending,11522125
631,quick,Rating Ascending,10693233
634,quick,Rating Ascending,11514600
637,quick,Rating Ascending,11500166
640,quick,Rating Ascending,11827325
643,quick,Rating Ascending,12743625
646,quick,Rating Ascending,13017700
649,quick,Rating Ascending,11770433
652,quick,Rating Ascending,11715525
655,quick,Rating Ascending,11567566
658,quick,Rating Ascending,12104800
661,quick,Rating Ascending,12475275
664,quick,Rating Ascending,12697450
667,quick,Rating Ascending,13220900
670,quick,Rating Ascending,13155500
673,quick,Rating Ascending,13204800
676,quick,Rating Ascending,13476366
679,quick,Rating Ascending,13311766
682,quick,Rating Ascending,27107080
685,quick,Rating Ascending,15958200
688,quick,Rating Ascending,14991300
691,quick,Rating Ascending,17717525
694,quick,Rating Ascending,14001050
697,quick,Rating Ascending,15338450
700,quick,Rating Ascending,13332466
703,quick,Rating Ascending,14491025
706,quick,Rating Ascending,14772025
709,quick,Rating Ascending,15494075
712,quick,Rating Ascending,14593833
715,quick,Rating Ascending,15033900
718,quick,Rating Ascending,15683266
721,quick,Rating Ascending,16613300
724,quick,Rating Ascending,20975980
727,quick,Rating Ascending,14188566
730,quick,Rating Ascending,15549225
733,quick,Rating Ascending,16998900
736,quick,Rating Ascending,16402525
739,quick,Rating Ascending,16029975
742,quick,Rating Ascending,17040100
745,quick,Rating Ascending,15795475
748,quick,Rating Ascending,16805300
751,quick,Rating Ascending,17863725
754,quick,Rating Ascending,17704450
757,quick,Rating Ascending,22110675
760,quick,Rating Ascending,19908200
763,quick,Rating Ascending,17772875
766,quick,Rating Ascending,18646525
769,quick,Rating Ascending,17740325
772,quick,Rating Ascending,19105125
775,quick,Rating Ascending,17390925
778,quick,Rating Ascending,19258800
781,quick,Rating Ascending,17263533
784,quick,Rating Ascending,18020333
787,quick,Rating Ascending,18232450
790,quick,Rating Ascending,18691133
793,quick,Rating Ascending,19873666
796,quick,Rating Ascending,20764850
799,quick,Rating Ascending,19093533
802,quick,Rating Ascending,18560850
805,quick,Rating Ascending,18992525
808,quick,Rating Ascending,17839850
811,quick,Rating Ascending,20075000
814,quick,Rating Ascending,19728966
817,quick,Rating Ascending,19818200
820,quick,Rating Ascending,20292700
823,quick,Rating Ascending,20294850
826,quick,Rating Ascending,24992633
829,quick,Rating Ascending,21975000
832,quick,Rating Ascending,35007260
835,quick,Rating Ascending,23490500
838,quick,Rating Ascending,22070975
841,quick,Rating Ascending,22576575
844,quick,Rating Ascending,20837633
847,quick,Rating Ascending,21225600
850,quick,Rating Ascending,20972766
853,quick,Rating Ascending,23258200
